|                           Parameters |                      0 |                       1 |   2 |                      3 |                       4 |   5 |   6 |   7 |   8 |                       9 |                      10 |                      11 |                      12 |                      13 |                      14 |                      15 |                      16 |                      17 |                      18 |                      19 |                      20 |                      21 |                      22 |                      23 |                      24 |                      25 |                      26 |                      27 |                      28 |  29 |  30 |  31 |                      32 |  33 |                      34 |                      35 |  36 |
|          cNxWY3XO-bkg.spectral.norm5 |  9.063530526918807e-07 | -5.3830936986402215e-18 | 0.0 | 2.9031606735767495e-08 |   1.194010369731604e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   5.124215280450442e-06 |   9.985336634966105e-06 |  3.1988411539180824e-06 |  -2.117600488983641e-06 |   6.338404710395819e-07 |  3.4508388503666713e-07 |  -7.554344628950781e-07 |  4.7657135717322553e-07 |   4.797419641081731e-08 |  -3.507623249062441e-07 |   2.531546122415358e-07 |  1.1047172721362235e-08 | -1.9066552434251041e-07 |  1.1955784356115634e-07 |  4.4712267636148795e-08 | -1.2355988173333494e-07 |  1.7490611438830544e-08 |   7.826292808401338e-08 |  -4.541644839821033e-08 |  -7.478535391312277e-08 | 0.0 | 0.0 | 0.0 |   5.118797562306027e-06 | 0.0 |   4.689373995870745e-07 |  3.2425772725814874e-09 | 0.0 |
|          cNxWY3XO-bkg.spectral.norm6 | -5.908220731495542e-06 |  -6.757692076031261e-18 | 0.0 | 1.6619544236752693e-08 |   6.259975743666365e-09 | 0.0 | 0.0 | 0.0 | 0.0 |  -3.580644362880952e-06 |  3.1988411539180824e-06 |   1.242324380726226e-05 |   4.449291941778997e-06 |  -2.694721938453157e-06 |   9.586310764230998e-07 |   5.262047155613536e-07 | -1.0699394312089504e-06 |   6.306102669336877e-07 |  1.3989203083751293e-07 |  -5.140829260850168e-07 |   3.240676461783664e-07 |   8.480175369595823e-08 | -2.9836763135800316e-07 |  1.2160520836962707e-07 |  1.2742581322139546e-07 | -1.7357051937560113e-07 | -5.4027904062295443e-08 |  1.2162697052388597e-07 | -2.4408926064801154e-08 | 0.0 | 0.0 | 0.0 | -2.1083063528294006e-06 | 0.0 |   5.870768946820289e-07 |  -6.403824164852103e-08 | 0.0 |
|          cNxWY3XO-bkg.spectral.norm7 | -4.653333465314752e-06 |  -7.442683154480923e-18 | 0.0 | 2.6183410747968674e-08 |   1.013833013429242e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  1.0941966935113248e-06 |  -2.117600488983641e-06 |   4.449291941778997e-06 |  1.4490018970211097e-05 |    5.21609524416542e-06 | -3.4555413173736225e-06 |  1.2102829598336644e-06 |    9.20604248126025e-07 | -1.4627663689442236e-06 |   6.863291955634336e-07 |   3.585419371893198e-07 |  -7.318901199302115e-07 |   3.246163410187525e-07 |   2.628964437064724e-07 |  -4.136520871067844e-07 |  3.9402153341848664e-08 |  2.7845272143558037e-07 | -1.4896562425333577e-07 | -1.9423480049602883e-07 |  1.7215057944243948e-07 | 0.0 | 0.0 | 0.0 |  -1.422216436502165e-06 | 0.0 |   6.438265277040295e-07 | -5.4090967209981854e-08 | 0.0 |
|          cNxWY3XO-bkg.spectral.norm8 | -3.829113416740028e-06 |  -7.110768378547847e-18 | 0.0 |  2.842013990596394e-08 |  1.1009499627482874e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   7.251412828383941e-07 |   6.338404710395819e-07 |  -2.694721938453157e-06 |    5.21609524416542e-06 |  1.5994163880989284e-05 |   5.814800393040279e-06 |   -4.13968733983366e-06 |  1.0070335617092162e-06 |   1.347344764938824e-06 | -1.6500052404143177e-06 |   5.465119563082772e-07 |   6.345814239549117e-07 |  -8.421300723515901e-07 |  1.7693532798762545e-07 |   4.795826813435218e-07 |   -4.11507803673288e-07 |  -1.676887179416905e-07 |    3.61561421046926e-07 |  3.2219314378806144e-08 |  -3.084507878845701e-07 | 0.0 | 0.0 | 0.0 |  -1.822518991794654e-06 | 0.0 |   6.139729952274282e-07 |   -4.65592819041101e-08 | 0.0 |
|          cNxWY3XO-bkg.spectral.norm9 | -5.757371113496726e-06 |  -6.556044221953712e-18 | 0.0 |    2.1298717871083e-08 |   7.832512609595781e-09 | 0.0 | 0.0 | 0.0 | 0.0 | -1.2695980914591775e-06 |  3.4508388503666713e-07 |   9.586310764230998e-07 | -3.4555413173736225e-06 |   5.814800393040279e-06 |   1.954188217261971e-05 |   8.025673172657039e-06 |  -4.959633356741458e-06 |   7.385807233898594e-07 |   1.977178381212158e-06 |  -1.973783654279301e-06 |   3.457283221727031e-07 |  1.0511818335406364e-06 |  -9.784066073459288e-07 |  -8.824753283841204e-08 |   7.685651231473368e-07 |  -2.996948878600353e-07 |  -4.613082453460788e-07 |  3.4490367997358176e-07 |   2.599851592680672e-07 | 0.0 | 0.0 | 0.0 |  -5.279680740655507e-06 | 0.0 |   5.679856569903872e-07 |  -6.433858379674561e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm10 | -3.450599634341908e-06 |  -6.186659748177676e-18 | 0.0 | 2.9646837608479004e-08 |  1.1159174959239443e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   8.924351600161562e-07 |  -7.554344628950781e-07 |   5.262047155613536e-07 |  1.2102829598336644e-06 |   -4.13968733983366e-06 |   8.025673172657039e-06 |  2.6328633903129182e-05 |   1.157950963867995e-05 |  -6.581404591084768e-06 |   4.823219843793196e-07 |  3.0521427441935373e-06 | -2.6006601845389683e-06 |  1.6435299558307894e-08 |  1.7627321762670935e-06 | -1.1523505522399352e-06 |  -5.991414808235656e-07 |  1.1572940794720482e-06 |   1.932461104670356e-08 |   -8.87325402233449e-07 |  3.1828189926063783e-07 | 0.0 | 0.0 | 0.0 |  -4.292063305426376e-06 | 0.0 |    5.38504703376975e-07 |   -4.21570037934248e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm11 | -6.263609782972322e-08 |  -5.266440786715775e-18 | 0.0 |  3.868002469449321e-08 |  1.4769635090242623e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   4.108407068149342e-09 |  4.7657135717322553e-07 | -1.0699394312089504e-06 |    9.20604248126025e-07 |  1.0070335617092162e-06 |  -4.959633356741458e-06 |   1.157950963867995e-05 |  3.4274917251507805e-05 |   1.531384368465791e-05 |  -8.346171067924753e-06 |   1.539219299276479e-07 |   4.326461063898173e-06 |  -3.201559920348414e-06 |  -5.743887617913196e-07 |  2.6312434708233353e-06 | -1.0701213541939698e-06 | -1.4318805807599229e-06 |  1.3546351271470066e-06 |   7.986302189563149e-07 | -1.3380828443950246e-06 | 0.0 | 0.0 | 0.0 | -2.5044395345110486e-06 | 0.0 |   4.619680671609975e-07 |  -8.921827962568253e-09 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm12 |  1.462219985942015e-06 | -4.1134168200075965e-18 | 0.0 |  3.993114732083614e-08 |   1.516063579657416e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -5.945375691031292e-07 |   4.797419641081731e-08 |   6.306102669336877e-07 | -1.4627663689442236e-06 |   1.347344764938824e-06 |   7.385807233898594e-07 |  -6.581404591084768e-06 |   1.531384368465791e-05 |   4.397774199195483e-05 |  2.0059702151088752e-05 |   -1.06800777130785e-05 |  -4.620513857703429e-07 |   6.142195237458359e-06 |  -3.827204284720993e-06 | -1.6798939736431367e-06 |   3.743529362978506e-06 | -4.5551165062477334e-07 | -2.5526832141019332e-06 |  1.0313833610897345e-06 |   1.756455107262002e-06 | 0.0 | 0.0 | 0.0 | -2.3834811893916274e-06 | 0.0 |   3.696127378485891e-07 |   7.600677906599336e-09 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm13 | 3.5180289768739005e-06 | -3.1359496184707557e-18 | 0.0 |  4.405451933778442e-08 |  1.6846308352636253e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   4.935523293440922e-07 |  -3.507623249062441e-07 |  1.3989203083751293e-07 |   6.863291955634336e-07 | -1.6500052404143177e-06 |   1.977178381212158e-06 |   4.823219843793196e-07 |  -8.346171067924753e-06 |  2.0059702151088752e-05 |   5.655473806369441e-05 |  2.6808949331471227e-05 | -1.3731072165956284e-05 | -1.7991200239844007e-06 |   8.840486543963584e-06 |  -4.260395868843764e-06 | -3.7732246386426777e-06 |  4.9126596379418435e-06 |  1.0180580761058865e-06 |  -3.988393452905701e-06 |   6.287079067210853e-07 | 0.0 | 0.0 | 0.0 |   -1.26500912402644e-06 | 0.0 |    2.99968859812126e-07 |  2.9218870040294178e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm14 |  5.590269874776796e-06 |  -2.150088115131034e-18 | 0.0 |  4.846362030773242e-08 |   1.871906389993537e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.966706921850998e-08 |   2.531546122415358e-07 |  -5.140829260850168e-07 |   3.585419371893198e-07 |   5.465119563082772e-07 |  -1.973783654279301e-06 |  3.0521427441935373e-06 |   1.539219299276479e-07 |   -1.06800777130785e-05 |  2.6808949331471227e-05 |   7.439232252328243e-05 |  3.7038168851440114e-05 | -1.7873075661443165e-05 |  -4.437722283183462e-06 |  1.2936933715252718e-05 |  -3.953320755432505e-06 |  -7.486844799260525e-06 |   5.636460504048071e-06 |   4.445443354012613e-06 |  -6.034028590606306e-06 | 0.0 | 0.0 | 0.0 | -2.4250435221946033e-08 | 0.0 |  2.3252948156075815e-07 |   5.083196184857317e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm15 | 6.7622701053955025e-06 | -1.2928970411555017e-18 | 0.0 |  5.114888415264741e-08 |  1.9986068328253636e-08 | 0.0 | 0.0 | 0.0 | 0.0 | -2.9406459975859634e-07 |  1.1047172721362235e-08 |   3.240676461783664e-07 |  -7.318901199302115e-07 |   6.345814239549117e-07 |   3.457283221727031e-07 | -2.6006601845389683e-06 |   4.326461063898173e-06 |  -4.620513857703429e-07 | -1.3731072165956284e-05 |  3.7038168851440114e-05 |  0.00010083910816195826 |   5.301249640803896e-05 | -2.3670053387138157e-05 |  -9.551636359909197e-06 |  1.9025661616298865e-05 |  -1.544877850370459e-06 | -1.2966686030589906e-05 |   4.307407732048639e-06 |   9.056622983952986e-06 | 0.0 | 0.0 | 0.0 |   5.396970936289794e-07 | 0.0 |   1.785333250505934e-07 |    6.36923485045557e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm16 |  7.976734077787568e-06 |  -6.862027740823433e-19 | 0.0 | 5.8556067336229765e-08 |  2.3223844450901366e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   2.552789909561891e-07 | -1.9066552434251041e-07 |   8.480175369595823e-08 |   3.246163410187525e-07 |  -8.421300723515901e-07 |  1.0511818335406364e-06 |  1.6435299558307894e-08 |  -3.201559920348414e-06 |   6.142195237458359e-06 | -1.7991200239844007e-06 | -1.7873075661443165e-05 |   5.301249640803896e-05 |  0.00014120096210837904 |   7.882481054761175e-05 |  -3.181765242785918e-05 | -1.9650412469582134e-05 |  2.7466619731033873e-05 |     4.3344118514529e-06 | -2.1423136636329673e-05 |  3.7990094058998583e-06 | 0.0 | 0.0 | 0.0 |   1.376582212983686e-06 | 0.0 |  1.6392596957547723e-07 |   7.658317176663786e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm17 |  9.101279517755423e-06 | -1.6472478448829028e-19 | 0.0 |  6.756807926263617e-08 |  2.7086396264469966e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  1.3560647560378558e-08 |  1.1955784356115634e-07 | -2.9836763135800316e-07 |   2.628964437064724e-07 |  1.7693532798762545e-07 |  -9.784066073459288e-07 |  1.7627321762670935e-06 |  -5.743887617913196e-07 |  -3.827204284720993e-06 |   8.840486543963584e-06 |  -4.437722283183462e-06 | -2.3670053387138157e-05 |   7.882481054761175e-05 |  0.00020523965424387166 |   0.0001228398688167198 |  -4.236654909148534e-05 |  -3.998651101602204e-05 |  3.8228931709142896e-05 |  2.0712581452462165e-05 | -3.6813543186622344e-05 | 0.0 | 0.0 | 0.0 |   2.144456314828311e-06 | 0.0 |  1.6513277762383837e-07 |    8.81466524821839e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm18 |  9.510712621568069e-06 |  2.2030019962615086e-19 | 0.0 |  7.717412265562929e-08 |  3.1474616750320855e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   -1.91145814736024e-07 |  4.4712267636148795e-08 |  1.2160520836962707e-07 |  -4.136520871067844e-07 |   4.795826813435218e-07 |  -8.824753283841204e-08 | -1.1523505522399352e-06 |  2.6312434708233353e-06 | -1.6798939736431367e-06 |  -4.260395868843764e-06 |  1.2936933715252718e-05 |  -9.551636359909197e-06 |  -3.181765242785918e-05 |   0.0001228398688167198 |   0.0003120642481717856 |  0.00020154576456227717 |  -5.304997143295351e-05 |  -7.632802107496609e-05 |    4.80700107182419e-05 |   4.347045138738551e-05 | 0.0 | 0.0 | 0.0 |  2.3683711301639552e-06 | 0.0 |  1.9210295016854885e-07 |   9.222682690086344e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm19 | 1.0054467040457492e-05 |   2.900375182815719e-19 | 0.0 | 1.1152824148408113e-07 |   4.634716946068559e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   1.033847143759493e-07 | -1.2355988173333494e-07 |  1.2742581322139546e-07 |  3.9402153341848664e-08 |   -4.11507803673288e-07 |   7.685651231473368e-07 |  -5.991414808235656e-07 | -1.0701213541939698e-06 |   3.743529362978506e-06 | -3.7732246386426777e-06 |  -3.953320755432505e-06 |  1.9025661616298865e-05 | -1.9650412469582134e-05 |  -4.236654909148534e-05 |  0.00020154576456227717 |   0.0004973514354431754 |  0.00034684438253970647 |  -6.620490353995408e-05 | -0.00015421742121835884 |   8.788503966409158e-05 | 0.0 | 0.0 | 0.0 |  2.7820792290085313e-06 | 0.0 |    3.76484986524127e-07 |   9.706843753776812e-08 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm20 | 1.2126446091177285e-05 |   2.818477828467558e-19 | 0.0 | 1.7747088336494194e-07 |   7.373954305147922e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   9.893594591969053e-08 |  1.7490611438830544e-08 | -1.7357051937560113e-07 |  2.7845272143558037e-07 |  -1.676887179416905e-07 |  -2.996948878600353e-07 |  1.1572940794720482e-06 | -1.4318805807599229e-06 | -4.5551165062477334e-07 |  4.9126596379418435e-06 |  -7.486844799260525e-06 |  -1.544877850370459e-06 |  2.7466619731033873e-05 |  -3.998651101602204e-05 |  -5.304997143295351e-05 |  0.00034684438253970647 |   0.0008183783726670375 |   0.0006116403064494148 | -5.6518305007046275e-05 |  -0.0003025855525538354 | 0.0 | 0.0 | 0.0 |   4.103041420553893e-06 | 0.0 |    7.14978518918923e-07 |  1.1638761870137649e-07 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm21 | 1.4508156363805691e-05 |   6.477253026004957e-19 | 0.0 | 2.1234998220572155e-07 |    8.71848517404513e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -1.057338489533716e-07 |   7.826292808401338e-08 | -5.4027904062295443e-08 | -1.4896562425333577e-07 |    3.61561421046926e-07 |  -4.613082453460788e-07 |   1.932461104670356e-08 |  1.3546351271470066e-06 | -2.5526832141019332e-06 |  1.0180580761058865e-06 |   5.636460504048071e-06 | -1.2966686030589906e-05 |     4.3344118514529e-06 |  3.8228931709142896e-05 |  -7.632802107496609e-05 |  -6.620490353995408e-05 |   0.0006116403064494148 |    0.001438790241495284 |   0.0011647208137434868 |  -0.0001692841217589588 | 0.0 | 0.0 | 0.0 |   5.082132733614371e-06 | 0.0 |   8.421091773246937e-07 |   1.382592216228363e-07 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm22 |   1.31736298828611e-05 |  1.2220650856767132e-18 | 0.0 | 1.5380052404015604e-07 |   6.141310619655475e-08 | 0.0 | 0.0 | 0.0 | 0.0 |  -4.761892669609339e-08 |  -4.541644839821033e-08 |  1.2162697052388597e-07 | -1.9423480049602883e-07 |  3.2219314378806144e-08 |  3.4490367997358176e-07 |   -8.87325402233449e-07 |   7.986302189563149e-07 |  1.0313833610897345e-06 |  -3.988393452905701e-06 |   4.445443354012613e-06 |   4.307407732048639e-06 | -2.1423136636329673e-05 |  2.0712581452462165e-05 |    4.80700107182419e-05 | -0.00015421742121835884 | -5.6518305007046275e-05 |   0.0011647208137434868 |   0.0026806327565816533 |    0.002576257608472901 | 0.0 | 0.0 | 0.0 |   2.901980581556514e-06 | 0.0 |   4.859084929404271e-07 |   1.237164938651323e-07 | 0.0 |
|         cNxWY3XO-bkg.spectral.norm23 |  6.664920170548577e-06 |  1.3012163510738331e-18 | 0.0 |  3.994294537276988e-08 |  1.3310425443789538e-08 | 0.0 | 0.0 | 0.0 | 0.0 |   8.683852409750764e-08 |  -7.478535391312277e-08 | -2.4408926064801154e-08 |  1.7215057944243948e-07 |  -3.084507878845701e-07 |   2.599851592680672e-07 |  3.1828189926063783e-07 | -1.3380828443950246e-06 |   1.756455107262002e-06 |   6.287079067210853e-07 |  -6.034028590606306e-06 |   9.056622983952986e-06 |  3.7990094058998583e-06 | -3.6813543186622344e-05 |   4.347045138738551e-05 |   8.788503966409158e-05 |  -0.0003025855525538354 |  -0.0001692841217589588 |    0.002576257608472901 |   0.0076110623101980045 | 0.0 | 0.0 | 0.0 | -2.7135998555930257e-06 | 0.0 | -5.7999052760226515e-08 |   5.950601933420858e-08 | 0.0 |
|           cNxWY3XO-bkg.spectral.norm |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|           cNxWY3XO-bkg.spectral.tilt |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|      cNxWY3XO-bkg.spectral.reference |                    0.0 |                     0.0 | 0.0 |                    0.0 |                     0.0 | 0.0 | 0.0 | 0.0 | 0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 |                     0.0 | 0.0 | 0.0 | 0.0 |                     0.0 | 0.0 |                     0.0 |                     0.0 | 0.0 |
|       cNxWY3XO-irf.e_reco_model.bias |   0.002458132984930304 |    3.67469237314986e-16 | 0.0 |  5.685014367040173e-06 |  2.4994824157496773e-06 | 0.0 | 0.0 | 0.0 | 0.0 |   6.966543212357598e-06 |   5.118797562306027e-06 | -2.1083063528294006e-06 |  -1.422216436502165e-06 |  -1.822518991794654e-06 |  -5.279680740655507e-06 |  -4.292063305426376e-06 | -2.5044395345110486e-06 | -2.3834811893916274e-06 |   -1.26500912402644e-06 | -2.4250435221946033e-08 |   5.396970936289794e-07 |   1.376582212983686e-06 |   2.144456314828311e-06 |  2.3683711301639552e-06 |  2.7820792290085313e-06 |   4.103041420553893e-06 |   5.082132733614371e-06 |   2.901980581556514e-06 | -2.7135998555930257e-06 | 0.0 | 0.0 | 0.0 |    0.002328772383387301 | 0.0 | -3.3296939654004774e-05 |  2.3470971536006735e-05 | 0.0 |
